"","X","Country","X2015","X2016","X2017","X2018","X2019","X2020","Function","Indicator"
"256",9,"Malta",69.2105,66.75,66.674,66.3415,66.028,66.579,"Life support","Aquatic habitats in favourable conservation status"
"257",10,"Malta",33.025,31.1883333333333,29.0666666666667,32.835,30.1116666666667,30.1116666666667,"Human health and welfare","Concentrations of PM2.5"
"258",11,"Malta",100,100,100,100,100,100,"Human health and welfare","Drinking water contamination"
"259",12,"Malta",62.4191912175184,64.4618548066051,63.9264837127815,64.3399114953988,63.3555113512701,64.2880059761263,"11","SESI"
"260",1,"Netherlands",100,100,100,100,100,100,"Source","state of forest reccources"
"261",2,"Netherlands",68.55975,68.55975,71.83725,71.83725,71.83725,71.83725,"Source","Proportion of fish stocks not overexploited"
"262",3,"Netherlands",100,100,100,100,100,100,"Source","Surfacewater Stress"
"263",4,"Netherlands",100,100,100,6.829624,5.422218,6.26666666666667,"Source","Groundwater stress"
"264",5,"Netherlands",100,100,100,100,100,100,"Source","area with tolerable erosion"
"265",6,"Netherlands",5,5,5,5,5,5,"Sink","CO2 emissions [tonnes per capita]"
"266",7,"Netherlands",100,100,100,100,100,100,"Sink","Consumption of HCFC in ODP per capita"
"267",8,"Netherlands",99.525,99.525,99.525,99.525,99.525,99.525,"Sink","Proportion of surface water in good chemical status"
"268",9,"Netherlands",64.375,64.375,64.375,64.375,64.375,64.375,"Sink","Proportion of ground water in good chemical status"
"269",10,"Netherlands",48.88482,48.8718716666667,48.8546591666667,48.8240875,48.7425725,48.7116041666667,"Life support","Terrestrial habitats in favourable conservation status"
"270",11,"Netherlands",68.688,68.004,68.6025,67.2535,66.1895,68.3175,"Life support","Aquatic habitats in favourable conservation status"
"271",12,"Netherlands",29.035,25.9,25.995,25.5516666666667,23.1766666666667,23.1766666666667,"Human health and welfare","Concentrations of PM2.5"
"272",13,"Netherlands",99.9785205,99.9775705,99.97663,99.9756895,99.9747395,99.973799,"Human health and welfare","Drinking water contamination"
"273",14,"Netherlands",76.25,76.25,76.25,76.25,76.25,76.25,"Human health and welfare","status of world heritage sites"
"274",15,"Netherlands",63.228828908365,62.6688512927501,62.9324321234431,51.8140745704122,50.5494056989597,51.1879400892147,"14","SESI"
"275",1,"Poland",15.0553985,100,100,100,100,100,"Source","state of forest reccources"
"276",2,"Poland",74.7965,74.7965,80.3445,80.3445,80.3445,80.3445,"Source","Proportion of fish stocks not overexploited"
"277",3,"Poland",19.136,18.4393333333333,17.5273333333333,15.412,12.7266666666667,11.3333333333333,"Source","Surfacewater Stress"
"278",4,"Poland",100,100,100,100,100,100,"Source","Groundwater stress"
"279",5,"Poland",100,100,100,100,100,100,"Source","area with tolerable erosion"
"280",6,"Poland",5,5,5,5,5,5,"Sink","CO2 emissions [tonnes per capita]"
"281",7,"Poland",100,100,100,100,100,100,"Sink","Consumption of HCFC in ODP per capita"
"282",8,"Poland",37.8225,37.8225,37.8225,37.8225,37.8225,98.67,"Sink","Proportion of surface water in good chemical status"
"283",9,"Poland",86.415,86.415,86.415,86.415,86.415,60.86,"Sink","Proportion of ground water in good chemical status"
"284",10,"Poland",65.8439775,65.7894216666667,65.8495166666667,65.8850041666667,65.8971025,65.83025,"Life support","Terrestrial habitats in favourable conservation status"
"285",11,"Poland",67.3485,66.123,66.161,66.123,67.13,67.035,"Life support","Aquatic habitats in favourable conservation status"
"286",12,"Poland",60.7016666666667,56.7433333333333,58.7066666666667,60.4483333333333,48.795,48.795,"Human health and welfare","Concentrations of PM2.5"
"287",13,"Poland",99.2704665,99.454377,99.639038,99.8241835,99.9682605,99.9682605,"Human health and welfare","Drinking water contamination"
"288",14,"Poland",52.5,52.5,28.75,28.75,28.75,28.75,"Human health and welfare","status of world heritage sites"
"289",15,"Poland",49.2505730351859,55.8942745035048,53.7640778511937,53.3907262406066,51.9281376664441,53.7774539608173,"14","SESI"
"290",1,"Portugal",97.890886,97.890886,97.890886,97.890886,97.890886,97.890886,"Source","state of forest reccources"
"291",2,"Portugal",67.03975,67.03975,69.81375,69.81375,69.81375,69.81375,"Source","Proportion of fish stocks not overexploited"
"292",3,"Portugal",100,100,100,100,100,100,"Source","Surfacewater Stress"
"293",4,"Portugal",68.65,61.3666666666667,34.45,34.1333333333333,34.1333333333333,34.1333333333333,"Source","Groundwater stress"
"294",5,"Portugal",100,100,100,100,100,100,"Source","area with tolerable erosion"
"295",6,"Portugal",5,5,5,5,5,16.03139525,"Sink","CO2 emissions [tonnes per capita]"
"296",7,"Portugal",100,100,100,100,100,100,"Sink","Consumption of HCFC in ODP per capita"
"297",8,"Portugal",71.4961658333333,71.4610608333333,71.4000733333333,71.3513258333333,71.2728566666667,71.2084975,"Life support","Terrestrial habitats in favourable conservation status"
"298",9,"Portugal",74.996,73.267,73.6185,73.514,74.255,73.9225,"Life support","Aquatic habitats in favourable conservation status"
"299",10,"Portugal",16.6533333333333,15.83,17.7933333333333,14.1833333333333,12.41,12.41,"Human health and welfare","Concentrations of PM2.5"
"300",11,"Portugal",98.445249,98.45473,98.464116,98.4733785,98.482546,98.49159,"Human health and welfare","Drinking water contamination"
"301",12,"Portugal",52.5,52.5,28.75,28.75,28.75,52.5,"Human health and welfare","status of world heritage sites"
"302",13,"Portugal",56.416365857665,55.5459827082349,51.0279869401478,50.0259009876041,49.5093880325893,57.3397765136223,"12","SESI"
"303",1,"Romania",100,100,100,100,100,100,"Source","state of forest reccources"
"304",2,"Romania",40.948,40.948,40.625,40.625,40.625,40.625,"Source","Proportion of fish stocks not overexploited"
"305",3,"Romania",100,100,100,100,100,100,"Source","Surfacewater Stress"
"306",4,"Romania",100,100,100,100,100,100,"Source","Groundwater stress"
"307",5,"Romania",100,100,100,100,100,100,"Source","area with tolerable erosion"
"308",6,"Romania",7.902147875,8.347199125,5,5,5,11.277977625,"Sink","CO2 emissions [tonnes per capita]"
"309",7,"Romania",100,100,100,100,100,100,"Sink","Consumption of HCFC in ODP per capita"
"310",8,"Romania",62,62,62,62,62,80.9525,"Sink","Proportion of surface water in good chemical status"
"311",9,"Romania",84.515,84.515,84.515,84.515,84.515,47.18,"Sink","Proportion of ground water in good chemical status"
"312",10,"Romania",49.1306683333333,49.1311358333333,49.0765658333333,49.0273225,48.9902766666667,48.9214125,"Life support","Terrestrial habitats in favourable conservation status"
"313",11,"Romania",74.749,72.9725,72.716,73.7705,73.837,72.222,"Life support","Aquatic habitats in favourable conservation status"
"314",12,"Romania",37.965,36.1916666666667,37.68,38.5666666666667,31.2833333333333,31.2833333333333,"Human health and welfare","Concentrations of PM2.5"
"315",13,"Romania",97.518201,97.518638,97.519835,97.521887,97.5247465,97.528404,"Human health and welfare","Drinking water contamination"
"316",14,"Romania",52.5,52.5,40.625,40.625,40.625,40.625,"Human health and welfare","status of world heritage sites"
"317",15,"Romania",61.8920666116014,61.8165887464362,58.6291487020541,58.7829312473281,57.9113726455943,59.9043674835241,"14","SESI"
"318",1,"Slovakia",NA,NA,NA,NA,NA,NA,"Source","state of forest reccources"
"319",2,"Slovakia",100,100,100,100,100,100,"Source","Surfacewater Stress"
"320",3,"Slovakia",100,100,100,100,100,100,"Source","Groundwater stress"
"321",4,"Slovakia",100,100,100,100,100,100,"Source","area with tolerable erosion"
"322",5,"Slovakia",5,5,5,5,5,5,"Sink","CO2 emissions [tonnes per capita]"
"323",6,"Slovakia",100,100,100,100,100,100,"Sink","Consumption of HCFC in ODP per capita"
"324",7,"Slovakia",51.74,51.74,51.74,51.74,51.74,52.5,"Sink","Proportion of surface water in good chemical status"
"325",8,"Slovakia",51.835,51.835,51.835,51.835,51.835,49.935,"Sink","Proportion of ground water in good chemical status"
"326",9,"Slovakia",58.7737908333333,58.8543141666667,58.9198066666667,58.9913625,58.9526591666667,58.933095,"Life support","Terrestrial habitats in favourable conservation status"
"327",10,"Slovakia",49.4916666666667,46.1033333333333,47.7183333333333,49.5866666666667,39.485,39.485,"Human health and welfare","Concentrations of PM2.5"
"328",11,"Slovakia",99.030734,99.079754,99.128774,99.1778035,99.2268235,99.275853,"Human health and welfare","Drinking water contamination"
"329",12,"Slovakia",64.375,64.375,52.5,52.5,52.5,52.5,"Human health and welfare","status of world heritage sites"
"330",13,"Slovakia",57.9746871856072,57.6118776050445,56.7393171106956,56.9466103342547,55.778597196351,55.6641183742013,"12","SESI"
"331",1,"Slovenia",NA,NA,NA,NA,NA,NA,"Source","state of forest reccources"
"332",2,"Slovenia",40.948,40.948,40.625,40.625,40.625,40.625,"Source","Proportion of fish stocks not overexploited"
"333",3,"Slovenia",100,100,100,100,100,100,"Source","Surfacewater Stress"
"334",4,"Slovenia",100,100,100,100,100,100,"Source","Groundwater stress"
"335",5,"Slovenia",98.93125,98.93125,98.93125,98.93125,98.93125,98.93125,"Source","area with tolerable erosion"
"336",6,"Slovenia",5,5,5,5,5,5,"Sink","CO2 emissions [tonnes per capita]"
"337",7,"Slovenia",100,100,100,100,100,100,"Sink","Consumption of HCFC in ODP per capita"
"338",8,"Slovenia",47.5125,47.5125,47.5125,47.5125,47.5125,60.48,"Sink","Proportion of surface water in good chemical status"
"339",9,"Slovenia",90.975,90.975,90.975,90.975,90.975,79.67,"Sink","Proportion of ground water in good chemical status"
"340",10,"Slovenia",76.2891883333333,76.2795691666667,76.3484475,76.2089766666667,76.2186808333333,76.4032725,"Life support","Terrestrial habitats in favourable conservation status"
"341",11,"Slovenia",73.001,71.0535,71.348,71.7755,71.9085,71.557,"Life support","Aquatic habitats in favourable conservation status"
"342",12,"Slovenia",44.7416666666667,42.1766666666667,43.2533333333333,45.4383333333333,33.7533333333333,33.7533333333333,"Human health and welfare","Concentrations of PM2.5"
"343",13,"Slovenia",96.1295385,97.2812235,98.4329085,99.525,99.525,99.525,"Human health and welfare","Drinking water contamination"
"344",14,"Slovenia",64.375,64.375,40.625,40.625,40.625,40.625,"Human health and welfare","status of world heritage sites"
"345",15,"Slovenia",60.1529937245218,59.8102006160456,57.8809361810787,58.1686534121573,56.8622316905677,57.328421471645,"14","SESI"
"346",1,"Spain",100,100,100,100,100,100,"Source","state of forest reccources"
"347",2,"Spain",58.3425,58.3425,60.0841635,60.0841635,60.0841635,60.0841635,"Source","Proportion of fish stocks not overexploited"
"348",3,"Spain",27.7493333333333,27.2426666666667,25.3046666666667,24.114,23.7846666666667,28.1166666666667,"Source","Surfacewater Stress"
"349",4,"Spain",100,100,100,100,100,100,"Source","Groundwater stress"
"350",5,"Spain",97.98125,97.98125,97.98125,97.98125,97.98125,97.98125,"Source","area with tolerable erosion"
"351",6,"Spain",5,5,5,5,5,5,"Sink","CO2 emissions [tonnes per capita]"
"352",7,"Spain",100,100,100,100,100,100,"Sink","Consumption of HCFC in ODP per capita"
"353",8,"Spain",62.0875441666667,62.0516458333333,61.9861391666667,61.959945,61.9192441666667,61.81502,"Life support","Terrestrial habitats in favourable conservation status"
"354",9,"Spain",71.633,69.1345,71.139,70.892,70.645,70.3885,"Life support","Aquatic habitats in favourable conservation status"
"355",10,"Spain",24.3483333333333,20.96,21.4983333333333,21.0866666666667,18.7433333333333,18.7433333333333,"Human health and welfare","Concentrations of PM2.5"
"356",11,"Spain",99.595357,99.597846,99.6003445,99.602862,99.605408,99.6079635,"Human health and welfare","Drinking water contamination"
"357",12,"Spain",43,43,38.25,38.25,38.25,38.25,"Human health and welfare","status of world heritage sites"
"358",13,"Spain",51.73729851761,50.8637981250523,50.4058666657015,50.1068161713058,49.5434821535648,50.2169587220245,"12","SESI"
"359",1,"Sweden",14.4685284,14.4685284,14.4685284,14.4685284,14.4685284,14.4685284,"Source","state of forest reccources"
"360",2,"Sweden",74.7965,74.7965,80.3445,80.3445,80.3445,80.3445,"Source","Proportion of fish stocks not overexploited"
"361",3,"Sweden",100,100,100,100,100,100,"Source","Surfacewater Stress"
"362",4,"Sweden",100,100,100,100,100,100,"Source","Groundwater stress"
"363",5,"Sweden",100,100,100,100,100,100,"Source","area with tolerable erosion"
"364",6,"Sweden",5,5,5,5,5,6.980101625,"Sink","CO2 emissions [tonnes per capita]"
"365",7,"Sweden",100,100,100,100,100,100,"Sink","Consumption of HCFC in ODP per capita"
"366",8,"Sweden",43.3325,43.3325,43.3325,43.3325,43.3325,46.61,"Sink","Proportion of surface water in good chemical status"
"367",9,"Sweden",97.815,97.815,97.815,97.815,97.815,97.72,"Sink","Proportion of ground water in good chemical status"
"368",10,"Sweden",100,100,100,100,100,100,"Life support","Terrestrial habitats in favourable conservation status"
"369",11,"Sweden",75.4235,74.8345,73.514,72.602,72.1365,72.5165,"Life support","Aquatic habitats in favourable conservation status"
"370",12,"Sweden",9.33833333333333,7.78666666666667,7.945,8.45166666666667,8.04,8.04,"Human health and welfare","Concentrations of PM2.5"
"371",13,"Sweden",99.7300955,99.748421,99.766319,99.7635735,99.7638965,99.76421,"Human health and welfare","Drinking water contamination"
"372",14,"Sweden",76.25,76.25,76.25,76.25,76.25,76.25,"Human health and welfare","status of world heritage sites"
"373",15,"Sweden",52.5614003652516,51.8552151669352,52.1302514371836,52.3141851598668,52.1039929494801,53.655613590062,"14","SESI"
"374",1,"United Kingdom",100,100,100,100,100,15.8402505,"Source","state of forest reccources"
"375",2,"United Kingdom",74.7965,74.7965,80.3445,80.3445,80.3445,80.3445,"Source","Proportion of fish stocks not overexploited"
"376",3,"United Kingdom",100,100,100,100,100,100,"Source","Surfacewater Stress"
"377",4,"United Kingdom",100,100,100,100,100,100,"Source","Groundwater stress"
"378",5,"United Kingdom",100,100,100,100,100,100,"Source","area with tolerable erosion"
"379",6,"United Kingdom",5,5,5,5,5,5,"Sink","CO2 emissions [tonnes per capita]"
"380",7,"United Kingdom",100,100,100,100,100,100,"Sink","Consumption of HCFC in ODP per capita"
"381",8,"United Kingdom",97.815,97.815,97.815,97.815,97.815,98.1,"Sink","Proportion of surface water in good chemical status"
"382",9,"United Kingdom",58.39,58.39,58.39,58.39,58.39,59.91,"Sink","Proportion of ground water in good chemical status"
"383",10,"United Kingdom",22.7115916666667,22.7714033333333,22.7856833333333,22.8565733333333,22.876945,22.7882758333333,"Life support","Terrestrial habitats in favourable conservation status"
"384",11,"United Kingdom",72.5925,73.229,75.072,74.255,72.4595,72.203,"Life support","Aquatic habitats in favourable conservation status"
"385",12,"United Kingdom",24.2533333333333,21.435,21.1183333333333,21.055,19.3133333333333,19.3133333333333,"Human health and welfare","Concentrations of PM2.5"
"386",13,"United Kingdom",99.875968,99.8611005,99.8462235,99.831356,99.831356,99.831356,"Human health and welfare","Drinking water contamination"
"387",14,"United Kingdom",47.75,47.75,47.75,47.75,47.75,52.5,"Human health and welfare","status of world heritage sites"
"388",15,"United Kingdom",57.2602028654988,56.8026590131056,57.1363489603168,57.0915202429409,56.6449897385146,50.0726391448178,"14","SESI"
